scientific_name	size_class	trophic_type	comments	trophic_type_source
Protoperidinium crassipes	2	HT		SMHI_bvol och PEG
Protoperidinium crassipes		HT		Lagt till art utan storleksklass
Protoperidinium curtipes	1	HT		SMHI_bvol och PEG
Protoperidinium curtipes		HT		
Protoperidinium curvipes	1	HT		SMHI_bvol och PEG
Protoperidinium curvipes		HT		Lagt till art utan storleksklass
Protoperidinium denticulatum	1	HT		SMHI_bvol och PEG
Protoperidinium denticulatum		HT		Lagt till art utan storleksklass
Protoperidinium depressum	1	HT		SMHI_bvol och PEG
Protoperidinium depressum	2	HT		SMHI_bvol och PEG
Protoperidinium depressum	3	HT		SMHI_bvol och PEG
Protoperidinium depressum	4	HT		SMHI_bvol och PEG
Protoperidinium depressum	5	HT		SMHI_bvol och PEG
Protoperidinium depressum		HT		Lagt till art utan storleksklass
Protoperidinium divergens	1	HT		SMHI_bvol och PEG
Protoperidinium divergens	2	HT		SMHI_bvol och PEG
Protoperidinium divergens	3	HT		SMHI_bvol och PEG
Protoperidinium divergens		HT		Lagt till art utan storleksklass
Protoperidinium granii	1	HT		SMHI_bvol och PEG
Protoperidinium granii	2	HT		SMHI_bvol och PEG
Protoperidinium granii	3	HT		SMHI_bvol och PEG
Protoperidinium granii	4	HT		SMHI_bvol och PEG
Protoperidinium granii	5	HT		SMHI_bvol och PEG
Protoperidinium granii	6	HT		SMHI_bvol och PEG
Protoperidinium granii	7	HT		SMHI_bvol och PEG
Protoperidinium granii	8	HT		SMHI_bvol och PEG
Protoperidinium granii	9	HT		
Protoperidinium granii		HT		Lagt till art utan storleksklass
Protoperidinium laticeps	1	HT		SMHI_bvol och PEG
Protoperidinium laticeps		HT		Lagt till art utan storleksklass
Protoperidinium leonis	1	HT		SMHI_bvol och PEG
Protoperidinium leonis		HT		Lagt till art utan storleksklass
Protoperidinium longispinum	1	HT		SMHI_bvol och PEG
Protoperidinium longispinum		HT		
Protoperidinium marielebourae		HT		Arter i sharkweb som inte finns PEG/SMHI listan
Protoperidinium marielebourae	2	HT		
Protoperidinium marielebouriae	2	HT		
Protoperidinium marielebouriae		HT		
Protoperidinium marie-lebouriae	1	HT		SMHI_bvol och PEG
Protoperidinium marie-lebouriae		HT		Lagt till art utan storleksklass
Protoperidinium minutum		HT		Arter i sharkweb som inte finns PEG/SMHI listan
Protoperidinium oblongum	1	HT		SMHI_bvol och PEG
Protoperidinium oblongum	2	HT		SMHI_bvol och PEG
Protoperidinium oblongum	3	HT		SMHI_bvol och PEG
Protoperidinium oblongum	4	HT		SMHI_bvol och PEG
Protoperidinium oblongum	5	HT		SMHI_bvol och PEG
Protoperidinium oblongum		HT		Lagt till art utan storleksklass
Protoperidinium oceanicum		HT		Arter i sharkweb som inte finns PEG/SMHI listan
Protoperidinium ovatum		HT		Arter i sharkweb som inte finns PEG/SMHI listan
Protoperidinium ovatum	1	HT		
Protoperidinium pallidum	1	HT		SMHI_bvol och PEG
Protoperidinium pallidum	2	HT		SMHI_bvol och PEG
Protoperidinium pallidum	3	HT		SMHI_bvol och PEG
Protoperidinium pallidum		HT		Lagt till art utan storleksklass
Protoperidinium pellucidum	1	HT		SMHI_bvol och PEG
Protoperidinium pellucidum	2	HT		SMHI_bvol och PEG
Protoperidinium pellucidum	3	HT		SMHI_bvol och PEG
Protoperidinium pellucidum	4	HT		SMHI_bvol och PEG
Protoperidinium pellucidum	5	HT		SMHI_bvol och PEG
Protoperidinium pellucidum	6	HT		SMHI_bvol och PEG
Protoperidinium pellucidum		HT		Lagt till art utan storleksklass
Protoperidinium pentagonum	1	HT		SMHI_bvol och PEG
Protoperidinium pentagonum		HT		Lagt till art utan storleksklass
Protoperidinium punctulatum	1	HT		SMHI_bvol och PEG
Protoperidinium punctulatum		HT		Lagt till art utan storleksklass
Protoperidinium pyriforme	1	HT		SMHI_bvol och PEG
Protoperidinium pyriforme		HT		Lagt till art utan storleksklass
Protoperidinium quarnerense		HT		Arter i sharkweb som inte finns PEG/SMHI listan
Protoperidinium steinii	1	HT		SMHI_bvol och PEG
Protoperidinium steinii	2	HT		SMHI_bvol och PEG
Protoperidinium steinii	3	HT		SMHI_bvol och PEG
Protoperidinium steinii	4	HT		SMHI_bvol och PEG
Protoperidinium steinii	5	HT		SMHI_bvol och PEG
Protoperidinium steinii	6	HT		SMHI_bvol och PEG
Protoperidinium steinii	7	HT		SMHI_bvol och PEG
Protoperidinium steinii		HT		Arter i sharkweb som inte finns PEG/SMHI listan
Protoperidinium subinerme	1	HT		SMHI_bvol och PEG
Protoperidinium subinerme	2	HT		SMHI_bvol och PEG
Protoperidinium subinerme	3	HT		SMHI_bvol och PEG
Protoperidinium subinerme		HT		
Protoperidinium thorianum	1	HT		SMHI_bvol och PEG
Protoperidinium thorianum	2	HT		SMHI_bvol och PEG
Protoperidinium thorianum		HT		
Protoperidinium thorianum		HT		
Prymnesiales	1	AU		SMHI_bvol och PEG
Prymnesiales	2	MX		SMHI_bvol och PEG
Prymnesiales	3	MX		SMHI_bvol och PEG
Prymnesiales	4	MX		SMHI_bvol och PEG
Prymnesiales	5	MX		SMHI_bvol och PEG
Prymnesiales	6	MX		SMHI_bvol och PEG
Prymnesiales	7	MX		SMHI_bvol och PEG
Prymnesiales		MX		
Prymnesiophyceae	1	AU		SMHI_bvol och PEG
Prymnesiophyceae		AU		Lagt till art utan storleksklass
Prymnesium	1	MX		SMHI_bvol och PEG
Prymnesium	2	MX		SMHI_bvol och PEG
Prymnesium	3	MX		
Prymnesium	4	MX		
Prymnesium	5	MX		
Prymnesium		MX		Lagt till art utan storleksklass
Prymnesium parvum	1	MX		
Prymnesium parvum		MX		
Prymnesium parvum	2	MX		
Prymnesium parvum	3	MX		
Prymnesium parvum	4	MX		
Prymnesium polylepis	1	MX		SMHI_bvol och PEG
Prymnesium polylepis	2	MX		SMHI_bvol och PEG
Prymnesium polylepis	3	MX		SMHI_bvol och PEG
Prymnesium polylepis		MX		Lagt till art utan storleksklass
Pseudanabaena	1	AU		SMHI_bvol och PEG
Pseudanabaena	2	AU		SMHI_bvol och PEG
Pseudanabaena	3	AU		SMHI_bvol och PEG
Pseudanabaena		AU		Lagt till art utan storleksklass
Pseudanabaena acicularis	1	AU		SMHI_bvol och PEG
Pseudanabaena acicularis		AU		Lagt till art utan storleksklass
Pseudanabaena limnetica	1	AU		SMHI_bvol och PEG
Pseudanabaena limnetica	2	AU		SMHI_bvol och PEG
Pseudanabaena limnetica		AU		Lagt till art utan storleksklass
Pseudanabaena mucicola	1	AU		SMHI_bvol och PEG
Pseudanabaena mucicola		AU		Lagt till art utan storleksklass
Pseudobodo		HT		
Pseudobodo tremulans		HT	NµA	Arter i sharkweb som inte finns PEG/SMHI listan
Pseudochattonella	1	AU		SMHI_bvol och PEG
Pseudochattonella	2	AU		SMHI_bvol och PEG
Pseudochattonella	3	AU		SMHI_bvol och PEG
Pseudochattonella	4	AU		SMHI_bvol och PEG
Pseudochattonella	5	AU		SMHI_bvol och PEG
Pseudochattonella	6	AU		SMHI_bvol och PEG
Pseudochattonella	7	AU		SMHI_bvol och PEG
Pseudochattonella	8	AU		SMHI_bvol och PEG
Pseudochattonella		AU		Lagt till art utan storleksklass
Pseudochattonella farcimen	1	AU		SMHI_bvol och PEG
Pseudochattonella farcimen	2	AU		SMHI_bvol och PEG
Pseudochattonella farcimen	3	AU		SMHI_bvol och PEG
Pseudochattonella farcimen	4	AU		SMHI_bvol och PEG
Pseudochattonella farcimen	5	AU		SMHI_bvol och PEG
Pseudochattonella farcimen	6	AU		SMHI_bvol och PEG
Pseudochattonella farcimen	7	AU		SMHI_bvol och PEG
Pseudochattonella farcimen	8	AU		SMHI_bvol och PEG
Pseudochattonella farcimen		AU		Lagt till art utan storleksklass
Pseudochattonella verruculosa		AU	NµA HAR INTE NÅGON TROFITYP	Arter i sharkweb som inte finns PEG/SMHI listan
Pseudococcomyxa chodatii	1	AU		SMHI_bvol och PEG
Pseudococcomyxa chodatii	2	AU		SMHI_bvol och PEG
Pseudococcomyxa chodatii	3	AU		SMHI_bvol och PEG
Pseudococcomyxa chodatii		AU		Lagt till art utan storleksklass
Pseudodifflugia		HT		
Pseudo-nitzschia	1	AU		SMHI_bvol och PEG
Pseudo-nitzschia	2	AU		SMHI_bvol och PEG
Pseudo-nitzschia	3	AU		SMHI_bvol och PEG
Pseudo-nitzschia	4	AU		SMHI_bvol och PEG
Pseudo-nitzschia	5	AU		SMHI_bvol och PEG
Pseudo-nitzschia	6	AU		SMHI_bvol och PEG
Pseudo-nitzschia		AU		Lagt till art utan storleksklass
Pseudo-nitzschia americana		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pseudo-nitzschia calliantha	1	AU		SMHI_bvol och PEG
Pseudo-nitzschia calliantha		AU		Lagt till art utan storleksklass
Pseudo-nitzschia delicatissima	1	AU		SMHI_bvol och PEG
Pseudo-nitzschia delicatissima	2	AU		SMHI_bvol och PEG
Pseudo-nitzschia delicatissima	3	AU		SMHI_bvol och PEG
Pseudo-nitzschia delicatissima	4	AU		SMHI_bvol och PEG
Pseudo-nitzschia delicatissima	5	AU		SMHI_bvol och PEG
Pseudo-nitzschia delicatissima		AU		Lagt till art utan storleksklass
Pseudo-nitzschia fraudulenta		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pseudo-nitzschia pseudodelicatissima	1	AU		SMHI_bvol och PEG
Pseudo-nitzschia pseudodelicatissima		AU		Lagt till art utan storleksklass
Pseudo-nitzschia pungens	1	AU		SMHI_bvol och PEG
Pseudo-nitzschia pungens	2	AU		SMHI_bvol och PEG
Pseudo-nitzschia pungens	3	AU		SMHI_bvol och PEG
Pseudo-nitzschia pungens	4	AU		SMHI_bvol och PEG
Pseudo-nitzschia pungens		AU		Lagt till art utan storleksklass
Pseudo-nitzschia seriata	1	AU		SMHI_bvol och PEG
Pseudo-nitzschia seriata	2	AU		SMHI_bvol och PEG
Pseudo-nitzschia seriata	3	AU		SMHI_bvol och PEG
Pseudo-nitzschia seriata	4	AU		SMHI_bvol och PEG
Pseudo-nitzschia seriata	5	AU		SMHI_bvol och PEG
Pseudo-nitzschia seriata	6	AU		SMHI_bvol och PEG
Pseudo-nitzschia seriata	7	AU		SMHI_bvol och PEG
Pseudo-nitzschia seriata	8	AU		SMHI_bvol och PEG
Pseudo-nitzschia seriata	9	AU		
Pseudo-nitzschia seriata	10	AU		
Pseudo-nitzschia seriata		AU		Lagt till art utan storleksklass
Pseudo-nitzschia seriata f. seriata		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pseudo-nitzschia seriata f. seriata		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pseudo-nitzschia subfraudulenta		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pseudococcomyxa chodatii	4	AU		
Pseudococcomyxa chodatii	5	AU		
Pseudococcomyxa chodatii	6	AU		
Pseudococcomyxa chodatii		AU		
Pseudokephyrion	1	AU		
Pseudokephyrion	2	AU		
Pseudokephyrion		AU		
Pseudopediastrum boryanum	1	AU		SMHI_bvol och PEG
Pseudopediastrum boryanum	2	AU		SMHI_bvol och PEG
Pseudopediastrum boryanum	3	AU		SMHI_bvol och PEG
Pseudopediastrum boryanum	4	AU		SMHI_bvol och PEG
Pseudopediastrum boryanum	5	AU		SMHI_bvol och PEG
Pseudopediastrum boryanum	6	AU		SMHI_bvol och PEG
Pseudopediastrum boryanum		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pseudopediastrum boryanum var. boryanum	1	AU		
Pseudopediastrum boryanum var. boryanum	2	AU		
Pseudopediastrum boryanum var. boryanum	3	AU		
Pseudopediastrum boryanum var. boryanum	4	AU		
Pseudopediastrum boryanum var. boryanum	5	AU		
Pseudopediastrum boryanum var. boryanum	6	AU		
Pseudopediastrum boryanum var. boryanum		AU		
Pseudopediastrum boryanum var. longicorne	1	AU		
Pseudopediastrum boryanum var. longicorne		AU		
Pseudopediastrum kawraiskyi	1	AU		SMHI_bvol och PEG
Pseudopediastrum kawraiskyi		AU		Lagt till art utan storleksklass
Pseudopedinella	1	AU		SMHI_bvol och PEG
Pseudopedinella	2	AU		SMHI_bvol och PEG
Pseudopedinella	3	AU		SMHI_bvol och PEG
Pseudopedinella	4	AU		SMHI_bvol och PEG
Pseudopedinella	5	AU		SMHI_bvol och PEG
Pseudopedinella	6	AU		SMHI_bvol och PEG
Pseudopedinella		AU		Lagt till art utan storleksklass
Pseudopedinella elastica	1	AU		SMHI_bvol och PEG
Pseudopedinella elastica	2	AU		SMHI_bvol och PEG
Pseudopedinella elastica		AU		Lagt till art utan storleksklass
Pseudopedinella pyriforme	1	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pseudopedinella pyriforme		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pseudopedinella pyriformis	1	AU		SMHI_bvol och PEG
Pseudopedinella pyriformis	2	AU		SMHI_bvol och PEG
Pseudopedinella pyriformis		AU		Lagt till art utan storleksklass
Pseudopedinella thomsenii	1	AU		SMHI_bvol och PEG
Pseudopedinella thomsenii	2	AU		SMHI_bvol och PEG
Pseudopedinella thomsenii	3	AU		SMHI_bvol och PEG
Pseudopedinella thomsenii	4	AU		SMHI_bvol och PEG
Pseudopedinella thomsenii		AU		Lagt till art utan storleksklass
Pseudopedinella tricostata	1	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pseudopedinella tricostata	2	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pseudopedinella tricostata	3	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pseudopedinella tricostata		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pseudoscourfieldia	1	AU		SMHI_bvol och PEG
Pseudoscourfieldia	2	AU		SMHI_bvol och PEG
Pseudoscourfieldia		AU		Lagt till art utan storleksklass
Pseudoscourfieldia marina	1	AU		SMHI_bvol och PEG
Pseudoscourfieldia marina		AU		Lagt till art utan storleksklass
Pseudosolenia calcar-avis	1	AU		SMHI_bvol och PEG
Pseudosolenia calcar-avis	2	AU		SMHI_bvol och PEG
Pseudosolenia calcar-avis	3	AU		SMHI_bvol och PEG
Pseudosolenia calcar-avis	4	AU		SMHI_bvol och PEG
Pseudosolenia calcar-avis	5	AU		SMHI_bvol och PEG
Pseudosolenia calcar-avis	6	AU		SMHI_bvol och PEG
Pseudosolenia calcar-avis	7	AU		SMHI_bvol och PEG
Pseudosolenia calcar-avis	8	AU		SMHI_bvol och PEG
Pseudosolenia calcar-avis	9	AU		
Pseudosolenia calcar-avis		AU		Lagt till art utan storleksklass
Pseudosphaerocystis lacustris	1	AU		SMHI_bvol och PEG
Pseudosphaerocystis lacustris		AU		Lagt till art utan storleksklass
Pseudostaurastrum		AU	ALLA 4 ARTER I NµA ÄR AU	Arter i sharkweb som inte finns PEG/SMHI listan
Pseudostaurosira parasitica	1	AU		SMHI_bvol och PEG
Pseudostaurosira parasitica		AU		Lagt till art utan storleksklass
Pterosperma	1	AU		SMHI_bvol och PEG
Pterosperma	2	AU		SMHI_bvol och PEG
Pterosperma	3	AU		SMHI_bvol och PEG
Pterosperma	4	AU		SMHI_bvol och PEG
Pterosperma	5	AU		SMHI_bvol och PEG
Pterosperma	6	AU		
Pterosperma	7	AU		
Pterosperma		AU		Lagt till art utan storleksklass
Pterosperma citriforme	1	AU		
Pterosperma citriforme	2	AU		
Pterosperma citriforme		AU		
Pterosperma cristatum		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pterosperma cristatum	5	AU		
Pterosperma cuboides	1	AU		
Pterosperma cuboides	2	AU		
Pterosperma cuboides		AU		
Pterosperma dictyon	1	AU		
Pterosperma dictyon		AU		
Pterosperma eurypteron	1	AU		
Pterosperma eurypteron	2	AU		
Pterosperma eurypteron	3	AU		
Pterosperma eurypteron		AU		
Pterosperma marginatum	1	AU		
Pterosperma marginatum		AU		
Pterosperma michaelsarsii	1	AU		
Pterosperma michaelsarsii	2	AU		
Pterosperma michaelsarsii		AU		
Pterosperma moebii	1	AU		
Pterosperma moebii	2	AU		
Pterosperma moebii	3	AU		
Pterosperma moebii	4	AU		
Pterosperma moebii		AU		
Pterosperma ornatum	1	AU		
Pterosperma ornatum		AU		
Pterosperma parallelum	1	AU		
Pterosperma parallelum		AU		
Pterosperma polygonum	1	AU		
Pterosperma polygonum		AU		
Pterosperma porosum	1	AU		
Pterosperma porosum	2	AU		
Pterosperma porosum		AU		
Pterosperma rotondum	1	AU		
Pterosperma rotondum		AU		
Pterosperma undulatum	1	AU		
Pterosperma undulatum	2	AU		
Pterosperma undulatum		AU		
Pterosperma vanhoeffenii		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pterosperma vanhoeffenii	1	AU		
Ptychocylis urnula		HT		
Pyramimonadophyceae		AU		
Pyramimonas	1	AU		SMHI_bvol och PEG
Pyramimonas	2	AU		SMHI_bvol och PEG
Pyramimonas	3	AU		SMHI_bvol och PEG
Pyramimonas	4	AU		SMHI_bvol och PEG
Pyramimonas	5	AU		SMHI_bvol och PEG
Pyramimonas	6	AU		SMHI_bvol och PEG
Pyramimonas		AU		Lagt till art utan storleksklass
Pyramimonas disomata		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pyramimonas longicauda	1	AU		SMHI_bvol och PEG
Pyramimonas longicauda		AU		Lagt till art utan storleksklass
Pyramimonas virginica	1	AU		SMHI_bvol och PEG
Pyramimonas virginica	2	AU		SMHI_bvol och PEG
Pyramimonas virginica		AU		Lagt till art utan storleksklass
Pyrenomonadales	1	AU		
Pyrenomonadales	2	AU		
Pyrenomonadales	3	AU		
Pyrenomonadales	4	AU		
Pyrenomonadales	5	AU		
Pyrenomonadales	6	AU		
Pyrenomonadales	7	AU		
Pyrenomonadales	8	AU		
Pyrenomonadales	9	AU		
Pyrenomonadales	10	AU		
Pyrenomonadales		AU		
Pyrophacus		AU		
Pyrophacus horologicum	1	AU		SMHI_bvol och PEG
Pyrophacus horologicum	2	AU		SMHI_bvol och PEG
Pyrophacus horologicum	3	AU		SMHI_bvol och PEG
Pyrophacus horologicum	4	AU		SMHI_bvol och PEG
Pyrophacus horologicum		AU		Lagt till art utan storleksklass
Quadricoccus ellipticus	1	AU		SMHI_bvol och PEG
Quadricoccus ellipticus	2	AU		SMHI_bvol och PEG
Quadricoccus ellipticus		AU		Lagt till art utan storleksklass
Quadricoccus euryhalinicus	1	AU		SMHI_bvol och PEG
Quadricoccus euryhalinicus		AU		Lagt till art utan storleksklass
Quadricoccus verrucosus	1	AU		SMHI_bvol och PEG
Quadricoccus verrucosus		AU		Lagt till art utan storleksklass
Quadrigula pfitzeri		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Quadrigula pfitzeri		AU		
Quadrigula	1	AU		
Quadrigula		AU		
Quadrigula	2	AU		
Quadrigula	3	AU		
Radiocystis geminata	1	AU		SMHI_bvol och PEG
Radiocystis geminata	2	AU		SMHI_bvol och PEG
Radiocystis geminata	3	AU		SMHI_bvol och PEG
Radiocystis geminata	4	AU		SMHI_bvol och PEG
Radiocystis geminata		AU		Lagt till art utan storleksklass
Raphidocelis sigmoidea	1	AU		SMHI_bvol och PEG
Raphidocelis sigmoidea	2	AU		SMHI_bvol och PEG
Raphidocelis sigmoidea		AU		Lagt till art utan storleksklass
Raphidophyceae	1	AU		
Raphidophyceae	2	AU		
Raphidophyceae	3	AU		
Raphidophyceae		AU		
Rhabdoderma	1	AU		SMHI_bvol och PEG
Rhabdoderma	2	AU		SMHI_bvol och PEG
Rhabdoderma		AU		Lagt till art utan storleksklass
Rhabdoderma lineare	1	AU		SMHI_bvol och PEG
Rhabdoderma lineare	2	AU		SMHI_bvol och PEG
Rhabdoderma lineare	3	AU		
Rhabdoderma lineare		AU		Lagt till art utan storleksklass
Rhabdoderma lineare		AU		Lagt till art utan storleksklass
Rhabdonema arcuatum		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Rhabdonema minutum		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Rhabdonema	2	AU		
Rhabdonema	3	AU		
Rhabdonema	4	AU		
Rhabdonema		AU		
Raphidocelis	1	AU		
Raphidocelis	2	AU		
Raphidocelis		AU		
Rhaphoneis amphiceros		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Rhizosolenia	1	AU		SMHI_bvol och PEG
Rhizosolenia	2	AU		SMHI_bvol och PEG
Rhizosolenia	3	AU		SMHI_bvol och PEG
Rhizosolenia	4	AU		SMHI_bvol och PEG
Rhizosolenia	5	AU		SMHI_bvol och PEG
Rhizosolenia		AU		Lagt till art utan storleksklass
Rhizosolenia hebetata	1	AU		SMHI_bvol och PEG
Rhizosolenia hebetata	2	AU		SMHI_bvol och PEG
Rhizosolenia hebetata	3	AU		SMHI_bvol och PEG
Rhizosolenia hebetata	4	AU		SMHI_bvol och PEG
Rhizosolenia hebetata	5	AU		SMHI_bvol och PEG
Rhizosolenia hebetata	6	AU		SMHI_bvol och PEG
Rhizosolenia hebetata	7	AU		SMHI_bvol och PEG
Rhizosolenia hebetata		AU		Lagt till art utan storleksklass
Rhizosolenia hebetata f. semispina	1	AU		SMHI_bvol och PEG
Rhizosolenia hebetata f. semispina	2	AU		SMHI_bvol och PEG
Rhizosolenia hebetata f. semispina	3	AU		SMHI_bvol och PEG
Rhizosolenia hebetata f. semispina	4	AU		SMHI_bvol och PEG
Rhizosolenia hebetata f. semispina	5	AU		SMHI_bvol och PEG
Rhizosolenia hebetata f. semispina	6	AU		SMHI_bvol och PEG
Rhizosolenia hebetata f. semispina	7	AU		SMHI_bvol och PEG
Rhizosolenia hebetata f. semispina		AU		Lagt till art utan storleksklass
Rhizosolenia imbricata	1	AU		SMHI_bvol och PEG
Rhizosolenia imbricata	2	AU		SMHI_bvol och PEG
Rhizosolenia imbricata		AU		Lagt till art utan storleksklass
Rhizosolenia longiseta	1	AU		SMHI_bvol och PEG
Rhizosolenia longiseta	2	AU		SMHI_bvol och PEG
Rhizosolenia longiseta	3	AU		SMHI_bvol och PEG
Rhizosolenia longiseta	4	AU		SMHI_bvol och PEG
Rhizosolenia longiseta	5	AU		SMHI_bvol och PEG
Rhizosolenia longiseta	6	AU		SMHI_bvol och PEG
Rhizosolenia longiseta	7	AU		SMHI_bvol och PEG
Rhizosolenia longiseta		AU		Lagt till art utan storleksklass
Rhizosolenia pungens	1	AU		SMHI_bvol och PEG
Rhizosolenia pungens	2	AU		SMHI_bvol och PEG
Rhizosolenia pungens	3	AU		SMHI_bvol och PEG
Rhizosolenia pungens	4	AU		SMHI_bvol och PEG
Rhizosolenia pungens	5	AU		SMHI_bvol och PEG
Rhizosolenia pungens	6	AU		SMHI_bvol och PEG
Rhizosolenia pungens	7	AU		SMHI_bvol och PEG
Rhizosolenia pungens	8	AU		SMHI_bvol och PEG
Rhizosolenia pungens		AU		Lagt till art utan storleksklass
Rhizosolenia robusta		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Rhizosolenia setigera	1	AU		SMHI_bvol och PEG
Rhizosolenia setigera	2	AU		SMHI_bvol och PEG
Rhizosolenia setigera	3	AU		SMHI_bvol och PEG
Rhizosolenia setigera	4	AU		SMHI_bvol och PEG
Rhizosolenia setigera	5	AU		SMHI_bvol och PEG
Rhizosolenia setigera	6	AU		SMHI_bvol och PEG
Rhizosolenia setigera	7	AU		SMHI_bvol och PEG
Rhizosolenia setigera	8	AU		SMHI_bvol och PEG
Rhizosolenia setigera	9	AU		
Rhizosolenia setigera		AU		Lagt till art utan storleksklass
Rhizosolenia styliformis	1	AU		SMHI_bvol och PEG
Rhizosolenia styliformis	3	AU		SMHI_bvol och PEG
Rhizosolenia styliformis		AU		Lagt till art utan storleksklass
Rhodomonas	1	AU		SMHI_bvol och PEG
Rhodomonas	2	AU		SMHI_bvol och PEG
Rhodomonas		AU		Lagt till art utan storleksklass
Rhodomonas baltica	1	AU		SMHI_bvol och PEG
Rhodomonas baltica		AU		Lagt till art utan storleksklass
Rhodomonas lacustris	1	AU		SMHI_bvol och PEG
Rhodomonas lacustris		AU		Lagt till art utan storleksklass
Rhodomonas lacustris var. lacustris	1	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Rhodomonas lacustris var. lacustris	2	AU		
Rhodomonas lacustris var. lacustris		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Rhodomonas lens		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Rhodomonas marina	1	AU		SMHI_bvol och PEG
Rhodomonas marina		AU		Lagt till art utan storleksklass
Rhodomonas salina	1	AU		SMHI_bvol och PEG
Rhodomonas salina		AU		Lagt till art utan storleksklass
Rhoicosphenia abbreviata	1	AU		SMHI_bvol och PEG
Rhoicosphenia abbreviata	2	AU		SMHI_bvol och PEG
Rhoicosphenia abbreviata	3	AU		
Rhoicosphenia abbreviata		AU		Lagt till art utan storleksklass
Rhopalodia gibba		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Rhynchobodo		HT		
Romeria	1	AU		SMHI_bvol och PEG
Romeria	2	AU		SMHI_bvol och PEG
Romeria	3	AU		SMHI_bvol och PEG
Romeria	4	AU		SMHI_bvol och PEG
Romeria	5	AU		SMHI_bvol och PEG
Romeria	6	AU		
Romeria		AU		Lagt till art utan storleksklass
Roperia		AU		
Roperia tesselata	1	AU		SMHI_bvol och PEG
Roperia tesselata		AU		Lagt till art utan storleksklass
Salpingella		HT		
Salpingella acuminata	1	HT		SMHI_bvol och PEG
Salpingella acuminata		HT		Lagt till art utan storleksklass
Salpingoeca	1	HT		SMHI_bvol och PEG
Salpingoeca		HT		Lagt till art utan storleksklass
Scenedesmus	1	AU		SMHI_bvol och PEG
Scenedesmus	2	AU		SMHI_bvol och PEG
Scenedesmus	3	AU		SMHI_bvol och PEG
Scenedesmus	4	AU		SMHI_bvol och PEG
Scenedesmus		AU		Lagt till art utan storleksklass
Scenedesmus	5	AU		
Scenedesmus acutiformis	1	AU		SMHI_bvol och PEG
Scenedesmus acutiformis		AU		Lagt till art utan storleksklass
Scenedesmus apiculatus	1	AU		SMHI_bvol och PEG
Scenedesmus apiculatus		AU		Lagt till art utan storleksklass
Scenedesmus apiculatus	2	AU		
Scenedesmus arcuatus	1	AU		SMHI_bvol och PEG
Scenedesmus arcuatus	2	AU		SMHI_bvol och PEG
Scenedesmus arcuatus		AU		Lagt till art utan storleksklass
Scenedesmus arcuatus	3	AU		
Scenedesmus arcuatus	4	AU		
Scenedesmus arcuatus var. arcuatus	1	AU		SMHI_bvol och PEG
Scenedesmus arcuatus var. arcuatus	2	AU		SMHI_bvol och PEG
Scenedesmus arcuatus var. arcuatus		AU		Lagt till art utan storleksklass
Scenedesmus arcuatus var. arcuatus	3	AU		
Scenedesmus arcuatus var. arcuatus	4	AU		
Scenedesmus caudato-aculeolatus	1	AU		SMHI_bvol och PEG
Scenedesmus caudato-aculeolatus		AU		Lagt till art utan storleksklass
Scenedesmus ecornis		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Scenedesmus ellipticus	1	AU		SMHI_bvol och PEG
Scenedesmus ellipticus	2	AU		SMHI_bvol och PEG
Scenedesmus ellipticus	3	AU		SMHI_bvol och PEG
Scenedesmus ellipticus	4	AU		SMHI_bvol och PEG
Scenedesmus ellipticus	5	AU		SMHI_bvol och PEG
Scenedesmus ellipticus	6	AU		SMHI_bvol och PEG
Scenedesmus ellipticus	7	AU		SMHI_bvol och PEG
Scenedesmus ellipticus		AU		Lagt till art utan storleksklass
Scenedesmus obtusus	1	AU		SMHI_bvol och PEG
Scenedesmus obtusus	2	AU		SMHI_bvol och PEG
Scenedesmus obtusus	3	AU		SMHI_bvol och PEG
Scenedesmus obtusus		AU		Lagt till art utan storleksklass
Scenedesmus parvus	1	AU		SMHI_bvol och PEG
Scenedesmus parvus		AU		Lagt till art utan storleksklass
Scenedesmus quadricauda	4	AU		
